close,rolling_mean,rolling_std,lag_1,lag_2,lag_3,lag_4,lead_1,lead_2,lead_3,lead_4
0.62726,0.6140090136986301,0.024341028857419136,0.62547,0.62519,0.6253,0.62717,0.62898,0.63755,0.64531,0.63911
0.62898,0.6141977260273973,0.02418846218307114,0.62726,0.62547,0.62519,0.6253,0.63755,0.64531,0.63911,0.64135
0.63755,0.6144245479452055,0.02401713254393588,0.62898,0.62726,0.62547,0.62519,0.64531,0.63911,0.64135,0.64272
0.64531,0.6146759726027398,0.023857829616505833,0.63755,0.62898,0.62726,0.62547,0.63911,0.64135,0.64272,0.64577
0.63911,0.6148767671232878,0.023753701607733314,0.64531,0.63755,0.62898,0.62726,0.64135,0.64272,0.64577,0.64737
0.64135,0.6150650410958904,0.023690185541718325,0.63911,0.64531,0.63755,0.62898,0.64272,0.64577,0.64737,0.64895
0.64272,0.615246602739726,0.023647334700276513,0.64135,0.63911,0.64531,0.63755,0.64577,0.64737,0.64895,0.64741
0.64577,0.6154431506849315,0.02360191093240722,0.64272,0.64135,0.63911,0.64531,0.64737,0.64895,0.64741,0.64442
0.64737,0.6156199178082192,0.023598744955076537,0.64577,0.64272,0.64135,0.63911,0.64895,0.64741,0.64442,0.6424
0.64895,0.6158012876712329,0.023599819221624928,0.64737,0.64577,0.64272,0.64135,0.64741,0.64442,0.6424,0.63851
0.64741,0.615993397260274,0.023570845676373783,0.64895,0.64737,0.64577,0.64272,0.64442,0.6424,0.63851,0.64192
0.64442,0.6161594520547945,0.02355698555376378,0.64741,0.64895,0.64737,0.64577,0.6424,0.63851,0.64192,0.63775
0.6424,0.6163397534246575,0.023505087716607077,0.64442,0.64741,0.64895,0.64737,0.63851,0.64192,0.63775,0.63933
0.63851,0.6165016438356165,0.02345353927306545,0.6424,0.64442,0.64741,0.64895,0.64192,0.63775,0.63933,0.63825
0.64192,0.6166952876712329,0.023370447508422394,0.63851,0.6424,0.64442,0.64741,0.63775,0.63933,0.63825,0.64136
0.63775,0.6168734520547946,0.02328199171141861,0.64192,0.63851,0.6424,0.64442,0.63933,0.63825,0.64136,0.63982
0.63933,0.6170312602739726,0.023238299597594294,0.63775,0.64192,0.63851,0.6424,0.63825,0.64136,0.63982,0.63669
0.63825,0.6171854794520547,0.02319164776243943,0.63933,0.63775,0.64192,0.63851,0.64136,0.63982,0.63669,0.63865
0.64136,0.6173556164383561,0.023140387330088653,0.63825,0.63933,0.63775,0.64192,0.63982,0.63669,0.63865,0.63837
0.63982,0.61751,0.023101634819178197,0.64136,0.63825,0.63933,0.63775,0.63669,0.63865,0.63837,0.637
0.63669,0.6176273698630137,0.02308992109666409,0.63982,0.64136,0.63825,0.63933,0.63865,0.63837,0.637,0.6381
0.63865,0.6177461369863013,0.023086249716447654,0.63669,0.63982,0.64136,0.63825,0.63837,0.637,0.6381,0.63874
0.63837,0.6178606575342466,0.02308459127884878,0.63865,0.63669,0.63982,0.64136,0.637,0.6381,0.63874,0.63815
0.637,0.6179726849315069,0.023077964108359043,0.63837,0.63865,0.63669,0.63982,0.6381,0.63874,0.63815,0.63815
0.6381,0.6180826849315069,0.023077951275601045,0.637,0.63837,0.63865,0.63669,0.63874,0.63815,0.63815,0.63997
0.63874,0.618196712328767,0.023076912291720278,0.6381,0.637,0.63837,0.63865,0.63815,0.63815,0.63997,0.64057
0.63815,0.6182997534246575,0.02308182241587349,0.63874,0.6381,0.637,0.63837,0.63815,0.63997,0.64057,0.63728
0.63815,0.6183976986301369,0.023090017351282747,0.63815,0.63874,0.6381,0.637,0.63997,0.64057,0.63728,0.63982
0.63997,0.6185106849315068,0.023094412430684965,0.63815,0.63815,0.63874,0.6381,0.64057,0.63728,0.63982,0.64128
0.64057,0.6186225753424657,0.02310210351366232,0.63997,0.63815,0.63815,0.63874,0.63728,0.63982,0.64128,0.64185
0.63728,0.6187385205479452,0.02308921369414699,0.64057,0.63997,0.63815,0.63815,0.63982,0.64128,0.64185,0.64285
0.63982,0.6188542191780821,0.023088754582990662,0.63728,0.64057,0.63997,0.63815,0.64128,0.64185,0.64285,0.64813
0.64128,0.6189639726027397,0.023099910050471878,0.63982,0.63728,0.64057,0.63997,0.64185,0.64285,0.64813,0.64941
0.64185,0.6190841369863014,0.02310458303646401,0.64128,0.63982,0.63728,0.64057,0.64285,0.64813,0.64941,0.64607
0.64285,0.6191992328767123,0.023118082700811032,0.64185,0.64128,0.63982,0.63728,0.64813,0.64941,0.64607,0.6503
0.64813,0.6193235342465754,0.023151398121976193,0.64285,0.64185,0.64128,0.63982,0.64941,0.64607,0.6503,0.64788
0.64941,0.6194590684931507,0.02318239448299206,0.64813,0.64285,0.64185,0.64128,0.64607,0.6503,0.64788,0.64918
0.64607,0.6195839452054794,0.02320268711459156,0.64941,0.64813,0.64285,0.64185,0.6503,0.64788,0.64918,0.64671
0.6503,0.6197371506849315,0.023220421149122185,0.64607,0.64941,0.64813,0.64285,0.64788,0.64918,0.64671,0.64662
0.64788,0.6198968767123287,0.023212922168543853,0.6503,0.64607,0.64941,0.64813,0.64918,0.64671,0.64662,0.65045
0.64918,0.6200602465753424,0.02320859172556734,0.64788,0.6503,0.64607,0.64941,0.64671,0.64662,0.65045,0.6472
0.64671,0.6202164109589041,0.023195577223745066,0.64918,0.64788,0.6503,0.64607,0.64662,0.65045,0.6472,0.64542
0.64662,0.6203814520547946,0.023168456965461767,0.64671,0.64918,0.64788,0.6503,0.65045,0.6472,0.64542,0.6453
0.65045,0.6205604657534246,0.02314759845735409,0.64662,0.64671,0.64918,0.64788,0.6472,0.64542,0.6453,0.64511
0.6472,0.6207287123287671,0.023117334838614688,0.65045,0.64662,0.64671,0.64918,0.64542,0.6453,0.64511,0.64621
0.64542,0.6208843287671233,0.02309176136089974,0.6472,0.65045,0.64662,0.64671,0.6453,0.64511,0.64621,0.64876
0.6453,0.6210621369863014,0.023028954632476995,0.64542,0.6472,0.65045,0.64662,0.64511,0.64621,0.64876,0.64789
0.64511,0.6212668219178082,0.022909129922982094,0.6453,0.64542,0.6472,0.65045,0.64621,0.64876,0.64789,0.64613
0.64621,0.6214823287671233,0.022771993988697378,0.64511,0.6453,0.64542,0.6472,0.64876,0.64789,0.64613,0.6473
0.64876,0.6216984657534247,0.022654862560598427,0.64621,0.64511,0.6453,0.64542,0.64789,0.64613,0.6473,0.64615
0.64789,0.6219393150684932,0.022463403248808373,0.64876,0.64621,0.64511,0.6453,0.64613,0.6473,0.64615,0.64549
0.64613,0.6221704383561644,0.022275829428561718,0.64789,0.64876,0.64621,0.64511,0.6473,0.64615,0.64549,0.64284
0.6473,0.6223813698630137,0.02214755264647075,0.64613,0.64789,0.64876,0.64621,0.64615,0.64549,0.64284,0.64411
0.64615,0.6225908219178082,0.022009035142277523,0.6473,0.64613,0.64789,0.64876,0.64549,0.64284,0.64411,0.64204
0.64549,0.6227962739726027,0.02187101601602147,0.64615,0.6473,0.64613,0.64789,0.64284,0.64411,0.64204,0.64339
0.64284,0.6229790684931507,0.021758358800730418,0.64549,0.64615,0.6473,0.64613,0.64411,0.64204,0.64339,0.64206
0.64411,0.6231601095890411,0.021658010154076805,0.64284,0.64549,0.64615,0.6473,0.64204,0.64339,0.64206,0.64178
0.64204,0.6233171506849315,0.021586210344197006,0.64411,0.64284,0.64549,0.64615,0.64339,0.64206,0.64178,0.64106
0.64339,0.6234939726027398,0.02148506057371896,0.64204,0.64411,0.64284,0.64549,0.64206,0.64178,0.64106,0.64086
0.64206,0.6236830136986302,0.02134317435252081,0.64339,0.64204,0.64411,0.64284,0.64178,0.64106,0.64086,0.64701
0.64178,0.6238881917808219,0.021154845521275632,0.64206,0.64339,0.64204,0.64411,0.64106,0.64086,0.64701,0.64588
0.64106,0.624088,0.020970369535645312,0.64178,0.64206,0.64339,0.64204,0.64086,0.64701,0.64588,0.64442
0.64086,0.624263698630137,0.02084074763131078,0.64106,0.64178,0.64206,0.64339,0.64701,0.64588,0.64442,0.64483
0.64701,0.6244455342465753,0.02074841977438543,0.64086,0.64106,0.64178,0.64206,0.64588,0.64442,0.64483,0.64518
0.64588,0.6246229863013699,0.020653529502064564,0.64701,0.64086,0.64106,0.64178,0.64442,0.64483,0.64518,0.64348
0.64442,0.6248019178082191,0.020540743353653995,0.64588,0.64701,0.64086,0.64106,0.64483,0.64518,0.64348,0.63958
0.64483,0.6249796712328767,0.02043198008836045,0.64442,0.64588,0.64701,0.64086,0.64518,0.64348,0.63958,0.63859
0.64518,0.6251386301369863,0.020362515248347424,0.64483,0.64442,0.64588,0.64701,0.64348,0.63958,0.63859,0.6376
0.64348,0.625309095890411,0.02025432549119815,0.64518,0.64483,0.64442,0.64588,0.63958,0.63859,0.6376,0.63388
0.63958,0.6255016438356165,0.02005347458409037,0.64348,0.64518,0.64483,0.64442,0.63859,0.6376,0.63388,0.63781
0.63859,0.6256826575342466,0.019871283723483752,0.63958,0.64348,0.64518,0.64483,0.6376,0.63388,0.63781,0.64025
0.6376,0.6258832054794521,0.019618875508935693,0.63859,0.63958,0.64348,0.64518,0.63388,0.63781,0.64025,0.63959
0.63388,0.6260888493150685,0.01930486616020628,0.6376,0.63859,0.63958,0.64348,0.63781,0.64025,0.63959,0.64295
0.63781,0.6262995616438356,0.019008842182678547,0.63388,0.6376,0.63859,0.63958,0.64025,0.63959,0.64295,0.64021
0.64025,0.6265339452054794,0.018647569997459673,0.63781,0.63388,0.6376,0.63859,0.63959,0.64295,0.64021,0.64308
0.63959,0.6267828493150684,0.01820746957851333,0.64025,0.63781,0.63388,0.6376,0.64295,0.64021,0.64308,0.64276
0.64295,0.627024,0.017832220803679803,0.63959,0.64025,0.63781,0.63388,0.64021,0.64308,0.64276,0.64419
0.64021,0.6272529589041096,0.017458624321487586,0.64295,0.63959,0.64025,0.63781,0.64308,0.64276,0.64419,0.64124
0.64308,0.6274712876712328,0.01715340578225607,0.64021,0.64295,0.63959,0.64025,0.64276,0.64419,0.64124,0.63946
0.64276,0.6276632328767122,0.016929355412555205,0.64308,0.64021,0.64295,0.63959,0.64419,0.64124,0.63946,0.64066
0.64419,0.6278564383561643,0.016712481284549534,0.64276,0.64308,0.64021,0.64295,0.64124,0.63946,0.64066,0.63871
0.64124,0.6280410410958904,0.016484993592606825,0.64419,0.64276,0.64308,0.64021,0.63946,0.64066,0.63871,0.6315
0.63946,0.6282016712328767,0.01630840455141078,0.64124,0.64419,0.64276,0.64308,0.64066,0.63871,0.6315,0.63412
0.64066,0.6283501643835616,0.01617348528754738,0.63946,0.64124,0.64419,0.64276,0.63871,0.6315,0.63412,0.63133
0.63871,0.6284831506849314,0.016057833157223766,0.64066,0.63946,0.64124,0.64419,0.6315,0.63412,0.63133,0.62982
0.6315,0.6285982739726028,0.015927538199970746,0.63871,0.64066,0.63946,0.64124,0.63412,0.63133,0.62982,0.63086
0.63412,0.6287162191780822,0.015807818762174127,0.6315,0.63871,0.64066,0.63946,0.63133,0.62982,0.63086,0.62692
0.63133,0.6288253424657534,0.01568722053576958,0.63412,0.6315,0.63871,0.64066,0.62982,0.63086,0.62692,0.62929
0.62982,0.6289410410958904,0.015537273970346484,0.63133,0.63412,0.6315,0.63871,0.63086,0.62692,0.62929,0.63062
0.63086,0.6290721095890411,0.015349479648588873,0.62982,0.63133,0.63412,0.6315,0.62692,0.62929,0.63062,0.62927
0.62692,0.6291899452054794,0.01516581633680844,0.63086,0.62982,0.63133,0.63412,0.62929,0.63062,0.62927,0.6329
0.62929,0.6292970136986301,0.015027183449705795,0.62692,0.63086,0.62982,0.63133,0.63062,0.62927,0.6329,0.63483
0.63062,0.6294093150684932,0.014882394950901424,0.62929,0.62692,0.63086,0.62982,0.62927,0.6329,0.63483,0.63419
0.62927,0.6295219452054794,0.014724080459627552,0.63062,0.62929,0.62692,0.63086,0.6329,0.63483,0.63419,0.63374
0.6329,0.6296476164383562,0.01455519542323295,0.62927,0.63062,0.62929,0.62692,0.63483,0.63419,0.63374,0.63135
0.63483,0.6297642739726027,0.01442468693668661,0.6329,0.62927,0.63062,0.62929,0.63419,0.63374,0.63135,0.62841
0.63419,0.6298898356164383,0.014261835126717607,0.63483,0.6329,0.62927,0.63062,0.63374,0.63135,0.62841,0.62912
0.63374,0.6300120273972604,0.01410190575342033,0.63419,0.63483,0.6329,0.62927,0.63135,0.62841,0.62912,0.62931
0.63135,0.6301171506849316,0.01396746504456585,0.63374,0.63419,0.63483,0.6329,0.62841,0.62912,0.62931,0.6299
0.62841,0.6301941095890411,0.013879947532480874,0.63135,0.63374,0.63419,0.63483,0.62912,0.62931,0.6299,0.63279
0.62912,0.6302862465753425,0.013760046415495738,0.62841,0.63135,0.63374,0.63419,0.62931,0.6299,0.63279,0.63277
0.62931,0.6303736986301369,0.0136514047406274,0.62912,0.62841,0.63135,0.63374,0.6299,0.63279,0.63277,0.63665
0.6299,0.6304500821917809,0.013570077831605994,0.62931,0.62912,0.62841,0.63135,0.63279,0.63277,0.63665,0.63501
0.63279,0.6305327397260274,0.013491753735037105,0.6299,0.62931,0.62912,0.62841,0.63277,0.63665,0.63501,0.63816
0.63277,0.6306175342465753,0.013407798696331925,0.63279,0.6299,0.62931,0.62912,0.63665,0.63501,0.63816,0.6423
0.63665,0.6307128767123287,0.013326153917775153,0.63277,0.63279,0.6299,0.62931,0.63501,0.63816,0.6423,0.63976
0.63501,0.6308152602739726,0.013214446983005682,0.63665,0.63277,0.63279,0.6299,0.63816,0.6423,0.63976,0.63771
0.63816,0.630929205479452,0.013097136469764811,0.63501,0.63665,0.63277,0.63279,0.6423,0.63976,0.63771,0.63839
0.6423,0.631058602739726,0.012974619665325988,0.63816,0.63501,0.63665,0.63277,0.63976,0.63771,0.63839,0.63972
0.63976,0.6311855068493151,0.0128313994842008,0.6423,0.63816,0.63501,0.63665,0.63771,0.63839,0.63972,0.63981
0.63771,0.6313014520547945,0.012697565714873378,0.63976,0.6423,0.63816,0.63501,0.63839,0.63972,0.63981,0.64191
0.63839,0.6314069041095891,0.012595480743875263,0.63771,0.63976,0.6423,0.63816,0.63972,0.63981,0.64191,0.63997
0.63972,0.6315204109589041,0.012482390765643997,0.63839,0.63771,0.63976,0.6423,0.63981,0.64191,0.63997,0.63997
0.63981,0.6316315890410958,0.012374246994333997,0.63972,0.63839,0.63771,0.63976,0.64191,0.63997,0.63997,0.63976
0.64191,0.6317505753424657,0.012262900157485119,0.63981,0.63972,0.63839,0.63771,0.63997,0.63997,0.63976,0.63776
0.63997,0.6318767945205479,0.012108362852193964,0.64191,0.63981,0.63972,0.63839,0.63997,0.63976,0.63776,0.63963
0.63997,0.6320196986301371,0.011892732089694933,0.63997,0.64191,0.63981,0.63972,0.63976,0.63776,0.63963,0.64093
0.63976,0.6321546575342466,0.011698181821039138,0.63997,0.63997,0.64191,0.63981,0.63776,0.63963,0.64093,0.63946
0.63776,0.632284,0.01149615807300603,0.63976,0.63997,0.63997,0.64191,0.63963,0.64093,0.63946,0.642
0.63963,0.6324591506849315,0.011112296183708644,0.63776,0.63976,0.63997,0.63997,0.64093,0.63946,0.642,0.64187
0.64093,0.6326222465753425,0.010793117892440248,0.63963,0.63776,0.63976,0.63997,0.63946,0.642,0.64187,0.64255
0.63946,0.6327783287671233,0.010473342413965468,0.64093,0.63963,0.63776,0.63976,0.642,0.64187,0.64255,0.64098
0.642,0.6329177808219179,0.010253429619537036,0.63946,0.64093,0.63963,0.63776,0.64187,0.64255,0.64098,0.63941
0.64187,0.6330388493150685,0.010095891493369686,0.642,0.63946,0.64093,0.63963,0.64255,0.64098,0.63941,0.63862
0.64255,0.633164904109589,0.009924707392043569,0.64187,0.642,0.63946,0.64093,0.64098,0.63941,0.63862,0.63807
0.64098,0.6332914794520548,0.009726445258450254,0.64255,0.64187,0.642,0.63946,0.63941,0.63862,0.63807,0.64087
0.63941,0.6333829315068493,0.009625823179195914,0.64098,0.64255,0.64187,0.642,0.63862,0.63807,0.64087,0.6419
0.63862,0.6334716438356165,0.009523650637554195,0.63941,0.64098,0.64255,0.64187,0.63807,0.64087,0.6419,0.64221
0.63807,0.6335490136986301,0.009445448355102795,0.63862,0.63941,0.64098,0.64255,0.64087,0.6419,0.64221,0.64131
0.64087,0.6335978904109589,0.009437020750601287,0.63807,0.63862,0.63941,0.64098,0.6419,0.64221,0.64131,0.64041
0.6419,0.6336484383561644,0.009431926727096609,0.64087,0.63807,0.63862,0.63941,0.64221,0.64131,0.64041,0.64186
0.64221,0.6337023835616439,0.009424408342156574,0.6419,0.64087,0.63807,0.63862,0.64131,0.64041,0.64186,0.64004
0.64131,0.6337519178082193,0.009416725454738002,0.64221,0.6419,0.64087,0.63807,0.64041,0.64186,0.64004,0.64141
0.64041,0.6337962739726027,0.009409831182956852,0.64131,0.64221,0.6419,0.64087,0.64186,0.64004,0.64141,0.63969
0.64186,0.6338322191780822,0.009415520577961061,0.64041,0.64131,0.64221,0.6419,0.64004,0.64141,0.63969,0.63924
0.64004,0.6338465205479451,0.009420987833620944,0.64186,0.64041,0.64131,0.64221,0.64141,0.63969,0.63924,0.63948
0.64141,0.633853095890411,0.009425438049347088,0.64004,0.64186,0.64041,0.64131,0.63969,0.63924,0.63948,0.63679
0.63969,0.6338595068493151,0.009428618364405793,0.64141,0.64004,0.64186,0.64041,0.63924,0.63948,0.63679,0.63198
0.63924,0.633860109589041,0.009428956189478423,0.63969,0.64141,0.64004,0.64186,0.63948,0.63679,0.63198,0.62961
0.63948,0.6338605479452054,0.009429214435134442,0.63924,0.63969,0.64141,0.64004,0.63679,0.63198,0.62961,0.63253
0.63679,0.633858493150685,0.009428492105447682,0.63948,0.63924,0.63969,0.64141,0.63198,0.62961,0.63253,0.63451
0.63198,0.6338434794520549,0.009427104405676194,0.63679,0.63948,0.63924,0.63969,0.62961,0.63253,0.63451,0.63816
0.62961,0.6338143561643835,0.00942370834908445,0.63198,0.63679,0.63948,0.63924,0.63253,0.63451,0.63816,0.63914
0.63253,0.6337994520547946,0.009421419465975264,0.62961,0.63198,0.63679,0.63948,0.63451,0.63816,0.63914,0.63882
0.63451,0.6337939452054795,0.009420412300375105,0.63253,0.62961,0.63198,0.63679,0.63816,0.63914,0.63882,0.63853
0.63816,0.633795397260274,0.009421046036767728,0.63451,0.63253,0.62961,0.63198,0.63914,0.63882,0.63853,0.64043
0.63914,0.6337975342465754,0.00942217267191502,0.63816,0.63451,0.63253,0.62961,0.63882,0.63853,0.64043,0.64009
0.63882,0.6337998356164384,0.009423299565341213,0.63914,0.63816,0.63451,0.63253,0.63853,0.64043,0.64009,0.63968
0.63853,0.6337994246575341,0.009423089420593046,0.63882,0.63914,0.63816,0.63451,0.64043,0.64009,0.63968,0.64058
0.64043,0.6338026301369863,0.009425150839009508,0.63853,0.63882,0.63914,0.63816,0.64009,0.63968,0.64058,0.64293
0.64009,0.6338104383561644,0.009429186004549717,0.64043,0.63853,0.63882,0.63914,0.63968,0.64058,0.64293,0.6459
0.63968,0.6338200821917809,0.00943339478030679,0.64009,0.64043,0.63853,0.63882,0.64058,0.64293,0.6459,0.64752
0.64058,0.6338162465753424,0.00943035197358022,0.63968,0.64009,0.64043,0.63853,0.64293,0.6459,0.64752,0.64733
0.64293,0.633829506849315,0.009439776042583725,0.64058,0.63968,0.64009,0.64043,0.6459,0.64752,0.64733,0.64937
0.6459,0.6338487671232877,0.009457244177447498,0.64293,0.64058,0.63968,0.64009,0.64752,0.64733,0.64937,0.64847
0.64752,0.6338660273972603,0.009476463750735766,0.6459,0.64293,0.64058,0.63968,0.64733,0.64937,0.64847,0.64669
0.64733,0.6338881095890411,0.00949845600460702,0.64752,0.6459,0.64293,0.64058,0.64937,0.64847,0.64669,0.64881
0.64937,0.6339127671232877,0.00952696789760386,0.64733,0.64752,0.6459,0.64293,0.64847,0.64669,0.64881,0.65263
0.64847,0.6339334520547946,0.009550391259806907,0.64937,0.64733,0.64752,0.6459,0.64669,0.64881,0.65263,0.6526
0.64669,0.6339486849315069,0.009566322103896333,0.64847,0.64937,0.64733,0.64752,0.64881,0.65263,0.6526,0.65192
0.64881,0.633966,0.00958752050014188,0.64669,0.64847,0.64937,0.64733,0.65263,0.6526,0.65192,0.65067
0.65263,0.634001698630137,0.009632707809545197,0.64881,0.64669,0.64847,0.64937,0.6526,0.65192,0.65067,0.65425
0.6526,0.6340343013698629,0.00967548439126494,0.65263,0.64881,0.64669,0.64847,0.65192,0.65067,0.65425,0.65247
0.65192,0.634062602739726,0.00971268240630765,0.6526,0.65263,0.64881,0.64669,0.65067,0.65425,0.65247,0.65154
0.65067,0.634075698630137,0.009731876978481224,0.65192,0.6526,0.65263,0.64881,0.65425,0.65247,0.65154,0.65223
0.65425,0.634125698630137,0.009788507971877107,0.65067,0.65192,0.6526,0.65263,0.65247,0.65154,0.65223,0.64937
0.65247,0.6341783561643836,0.009835369260945602,0.65425,0.65067,0.65192,0.6526,0.65154,0.65223,0.64937,0.65161
0.65154,0.6342248493150685,0.009877246317983287,0.65247,0.65425,0.65067,0.65192,0.65223,0.64937,0.65161,0.65293
0.65223,0.6342817260273973,0.009921014107122591,0.65154,0.65247,0.65425,0.65067,0.64937,0.65161,0.65293,0.65283
0.64937,0.6343283561643835,0.009951860008060446,0.65223,0.65154,0.65247,0.65425,0.65161,0.65293,0.65283,0.65631
0.65161,0.634395205479452,0.00998580551780937,0.64937,0.65223,0.65154,0.65247,0.65293,0.65283,0.65631,0.65585
0.65293,0.6344703287671233,0.010021853780029935,0.65161,0.64937,0.65223,0.65154,0.65283,0.65631,0.65585,0.65885
0.65283,0.634541205479452,0.010059999709105585,0.65293,0.65161,0.64937,0.65223,0.65631,0.65585,0.65885,0.65865
0.65631,0.6345981643835616,0.010124207535142883,0.65283,0.65293,0.65161,0.64937,0.65585,0.65885,0.65865,0.65553
0.65585,0.6346507123287671,0.010184585774751153,0.65631,0.65283,0.65293,0.65161,0.65885,0.65865,0.65553,0.65769
0.65885,0.6347181095890411,0.010263020890076031,0.65585,0.65631,0.65283,0.65293,0.65865,0.65553,0.65769,0.65863
0.65865,0.6347957808219179,0.010336506745997546,0.65885,0.65585,0.65631,0.65283,0.65553,0.65769,0.65863,0.65976
0.65553,0.6348650684931507,0.010390505456203165,0.65865,0.65885,0.65585,0.65631,0.65769,0.65863,0.65976,0.65771
